total_long,total_short,net_short,total_oi,net_short_ratio,concentration_top5_short,concentration_top5_long,trade_date,symbol,signal_level
57088,63412,6324,120500,5.25,141.97,141.27,2019-05-27,IC1906,多头占优
55241,61012,5771,116253,4.96,141.19,140.08,2019-05-28,IC1906,多头占优
55603,62372,6769,117975,5.74,141.73,140.94,2019-05-29,IC1906,多头占优
56264,63433,7169,119697,5.99,141.46,141.84,2019-05-30,IC1906,多头占优
53815,61227,7412,115042,6.44,142.92,140.66,2019-05-31,IC1906,多头占优
56482,65048,8566,121530,7.05,142.78,139.85,2019-06-03,IC1906,多头占优
53262,61378,8116,114640,7.08,142.06,139.84,2019-06-04,IC1906,多头占优
53669,61458,7789,115127,6.77,143.13,139.89,2019-06-05,IC1906,多头占优
54740,63963,9223,118703,7.77,142.13,140.43,2019-06-06,IC1906,多头占优
52625,60275,7650,112900,6.78,142.81,140.33,2019-06-10,IC1906,多头占优
52857,60216,7359,113073,6.51,141.66,140.13,2019-06-11,IC1906,多头占优
47890,54241,6351,102131,6.22,140.31,139.67,2019-06-12,IC1906,多头占优
48726,54613,5887,103339,5.7,142.13,139.98,2019-06-13,IC1906,多头占优
44386,50442,6056,94828,6.39,141.66,140.09,2019-06-14,IC1906,多头占优
40998,45833,4835,86831,5.57,140.75,140.11,2019-06-17,IC1906,多头占优
37209,40393,3184,77602,4.1,140.53,139.27,2019-06-18,IC1906,多头占优
29250,30817,1567,60067,2.61,143.3,142.5,2019-06-19,IC1906,多头占优
43333,48380,5047,91713,5.5,146.1,135.94,2019-06-20,IC1907,多头占优
51175,57711,6536,108886,6.0,143.62,138.17,2019-06-21,IC1907,多头占优
47624,53901,6277,101525,6.18,144.63,138.1,2019-06-24,IC1907,多头占优
49426,56112,6686,105538,6.34,144.45,139.04,2019-06-25,IC1907,多头占优
45096,51661,6565,96757,6.79,145.02,138.58,2019-06-26,IC1907,多头占优
49428,55491,6063,104919,5.78,143.78,139.07,2019-06-27,IC1907,多头占优
47819,54130,6311,101949,6.19,143.73,139.33,2019-06-28,IC1907,多头占优
50284,56075,5791,106359,5.44,144.89,138.37,2019-07-01,IC1907,多头占优
47299,53332,6033,100631,6.0,145.96,138.72,2019-07-02,IC1907,多头占优
47223,53460,6237,100683,6.19,146.08,139.29,2019-07-03,IC1907,多头占优
46434,53364,6930,99798,6.94,144.22,139.44,2019-07-04,IC1907,多头占优
45552,51451,5899,97003,6.08,145.33,140.04,2019-07-05,IC1907,多头占优
48406,54326,5920,102732,5.76,144.17,140.34,2019-07-08,IC1907,多头占优
43180,48572,5392,91752,5.88,144.56,140.47,2019-07-09,IC1907,多头占优
44142,49147,5005,93289,5.37,145.83,141.88,2019-07-10,IC1907,多头占优
46867,51270,4403,98137,4.49,143.23,141.42,2019-07-11,IC1907,多头占优
42507,46386,3879,88893,4.36,143.14,140.65,2019-07-12,IC1907,多头占优
46552,49377,2825,95929,2.94,140.63,141.66,2019-07-15,IC1907,多头占优
36389,38870,2481,75259,3.3,141.57,142.08,2019-07-16,IC1907,多头占优
29488,29886,398,59374,0.67,143.38,143.26,2019-07-17,IC1907,多头占优
14520,14627,107,29147,0.37,141.88,139.86,2019-07-18,IC1907,多头占优
43449,48562,5113,92011,5.56,146.16,139.51,2019-07-19,IC1908,多头占优
45665,51787,6122,97452,6.28,148.08,138.53,2019-07-22,IC1908,多头占优
41749,46842,5093,88591,5.75,147.6,138.55,2019-07-23,IC1908,多头占优
44238,48981,4743,93219,5.09,147.91,140.48,2019-07-24,IC1908,多头占优
43785,48643,4858,92428,5.26,146.02,138.98,2019-07-25,IC1908,多头占优
44353,48699,4346,93052,4.67,147.67,140.9,2019-07-26,IC1908,多头占优
41635,46136,4501,87771,5.13,147.61,138.57,2019-07-29,IC1908,多头占优
46188,51001,4813,97189,4.95,146.09,139.68,2019-07-30,IC1908,多头占优
42843,47204,4361,90047,4.84,147.16,138.19,2019-07-31,IC1908,多头占优
44111,48902,4791,93013,5.15,148.07,140.4,2019-08-01,IC1908,多头占优
43547,48120,4573,91667,4.99,145.9,139.22,2019-08-02,IC1908,多头占优
43171,47216,4045,90387,4.48,147.49,141.86,2019-08-05,IC1908,多头占优
49415,53715,4300,103130,4.17,144.66,139.94,2019-08-06,IC1908,多头占优
43772,48175,4403,91947,4.79,146.2,141.49,2019-08-07,IC1908,多头占优
41911,45628,3717,87539,4.25,145.65,140.45,2019-08-08,IC1908,多头占优
41549,45225,3676,86774,4.24,144.96,142.38,2019-08-09,IC1908,多头占优
37790,39995,2205,77785,2.83,144.48,142.44,2019-08-12,IC1908,多头占优
32535,33692,1157,66227,1.75,143.36,142.22,2019-08-13,IC1908,多头占优
26996,26878,-118,53874,-0.22,140.05,141.37,2019-08-14,IC1908,空头力量偏弱
59661,66619,6958,126280,5.51,147.55,141.15,2019-08-15,IC1909,多头占优
65304,71412,6108,136716,4.47,147.39,138.92,2019-08-16,IC1909,多头占优
68989,75515,6526,144504,4.52,145.87,138.56,2019-08-19,IC1909,多头占优
64794,70279,5485,135073,4.06,146.49,137.51,2019-08-20,IC1909,多头占优
64753,70957,6204,135710,4.57,147.76,138.21,2019-08-21,IC1909,多头占优
64912,70993,6081,135905,4.47,147.84,138.89,2019-08-22,IC1909,多头占优
65997,71756,5759,137753,4.18,147.75,137.93,2019-08-23,IC1909,多头占优
65898,72188,6290,138086,4.56,147.03,138.27,2019-08-26,IC1909,多头占优
67216,73116,5900,140332,4.2,146.13,137.81,2019-08-27,IC1909,多头占优
63663,69774,6111,133437,4.58,145.88,137.36,2019-08-28,IC1909,多头占优
63598,69059,5461,132657,4.12,146.5,138.84,2019-08-29,IC1909,多头占优
64513,70801,6288,135314,4.65,147.35,139.33,2019-08-30,IC1909,多头占优
65679,70501,4822,136180,3.54,146.82,139.05,2019-09-02,IC1909,多头占优
62016,65660,3644,127676,2.85,146.78,138.8,2019-09-03,IC1909,多头占优
65424,69130,3706,134554,2.75,146.44,139.23,2019-09-04,IC1909,多头占优
65245,70415,5170,135660,3.81,144.97,140.47,2019-09-05,IC1909,多头占优
58764,64335,5571,123099,4.53,144.53,140.04,2019-09-06,IC1909,多头占优
59329,62852,3523,122181,2.88,144.07,141.03,2019-09-09,IC1909,多头占优
54370,57203,2833,111573,2.54,143.54,142.01,2019-09-10,IC1909,多头占优
54216,57987,3771,112203,3.36,144.62,141.92,2019-09-11,IC1909,多头占优
47243,50875,3632,98118,3.7,144.17,142.6,2019-09-12,IC1909,多头占优
46729,49486,2757,96215,2.87,143.65,142.04,2019-09-16,IC1909,多头占优
39415,41423,2008,80838,2.48,143.66,142.69,2019-09-17,IC1909,多头占优
30615,31700,1085,62315,1.74,142.6,143.21,2019-09-18,IC1909,多头占优
41660,46657,4997,88317,5.66,145.84,139.05,2019-09-19,IC1910,多头占优
49807,54945,5138,104752,4.9,145.75,140.35,2019-09-20,IC1910,多头占优
53336,58319,4983,111655,4.46,146.04,139.12,2019-09-23,IC1910,多头占优
53233,57717,4484,110950,4.04,145.5,139.47,2019-09-24,IC1910,多头占优
52315,57147,4832,109462,4.41,146.49,138.8,2019-09-25,IC1910,多头占优
51177,57821,6644,108998,6.1,146.37,139.58,2019-09-26,IC1910,多头占优
48855,55305,6450,104160,6.19,147.31,139.43,2019-09-27,IC1910,多头占优
50745,56095,5350,106840,5.01,145.83,139.93,2019-09-30,IC1910,多头占优
49790,54124,4334,103914,4.17,145.86,138.86,2019-10-08,IC1910,多头占优
50780,55248,4468,106028,4.21,145.57,139.06,2019-10-09,IC1910,多头占优
48476,52265,3789,100741,3.76,147.18,138.38,2019-10-10,IC1910,多头占优
48577,51551,2974,100128,2.97,147.14,137.49,2019-10-11,IC1910,多头占优
42606,46075,3469,88681,3.91,146.83,139.75,2019-10-14,IC1910,多头占优
35515,38964,3449,74479,4.63,147.69,138.88,2019-10-15,IC1910,多头占优
29429,32196,2767,61625,4.49,147.16,140.54,2019-10-16,IC1910,多头占优
14067,15158,1091,29225,3.73,148.81,141.33,2019-10-17,IC1910,多头占优
48460,51934,3474,100394,3.46,146.14,140.27,2019-10-18,IC1911,多头占优
46440,49269,2829,95709,2.96,145.6,139.32,2019-10-21,IC1911,多头占优
49985,51916,1931,101901,1.89,144.03,140.03,2019-10-22,IC1911,多头占优
47170,49275,2105,96445,2.18,144.8,141.26,2019-10-23,IC1911,多头占优
49416,51381,1965,100797,1.95,144.87,140.86,2019-10-24,IC1911,多头占优
50059,52568,2509,102627,2.44,145.75,141.74,2019-10-25,IC1911,多头占优
48761,52499,3738,101260,3.69,145.59,140.71,2019-10-28,IC1911,多头占优
45891,49392,3501,95283,3.67,147.1,141.74,2019-10-29,IC1911,多头占优
48203,52693,4490,100896,4.45,147.06,141.77,2019-10-30,IC1911,多头占优
47097,51061,3964,98158,4.04,145.46,141.34,2019-10-31,IC1911,多头占优
47653,51863,4210,99516,4.23,145.7,139.62,2019-11-01,IC1911,多头占优
46255,50155,3900,96410,4.05,145.9,140.1,2019-11-04,IC1911,多头占优
46980,50393,3413,97373,3.51,144.47,139.57,2019-11-05,IC1911,多头占优
44601,47258,2657,91859,2.89,144.58,140.72,2019-11-06,IC1911,多头占优
47171,50086,2915,97257,3.0,142.94,140.27,2019-11-07,IC1911,多头占优
43729,46502,2773,90231,3.07,142.84,139.42,2019-11-08,IC1911,多头占优
39919,42310,2391,82229,2.91,143.3,140.78,2019-11-11,IC1911,多头占优
37929,39909,1980,77838,2.54,142.52,140.65,2019-11-12,IC1911,多头占优
28640,30470,1830,59110,3.1,142.58,138.74,2019-11-13,IC1911,多头占优
69001,76413,7412,145414,5.1,145.59,138.22,2019-11-14,IC1912,多头占优
76663,84484,7821,161147,4.85,144.78,137.15,2019-11-15,IC1912,多头占优
76697,84108,7411,160805,4.61,145.12,137.86,2019-11-18,IC1912,多头占优
76638,84101,7463,160739,4.64,144.89,138.14,2019-11-19,IC1912,多头占优
74274,82164,7890,156438,5.04,144.32,138.15,2019-11-20,IC1912,多头占优
75828,84236,8408,160064,5.25,144.65,138.72,2019-11-21,IC1912,多头占优
81209,89298,8089,170507,4.74,145.43,139.54,2019-11-22,IC1912,多头占优
75752,82526,6774,158278,4.28,144.83,138.76,2019-11-25,IC1912,多头占优
76174,81577,5403,157751,3.43,145.88,137.57,2019-11-26,IC1912,多头占优
76188,82333,6145,158521,3.88,144.64,136.13,2019-11-27,IC1912,多头占优
73718,79015,5297,152733,3.47,146.02,136.43,2019-11-28,IC1912,多头占优
74651,80942,6291,155593,4.04,144.89,136.71,2019-11-29,IC1912,多头占优
70316,76768,6452,147084,4.39,145.43,137.37,2019-12-02,IC1912,多头占优
72269,78757,6488,151026,4.3,144.99,137.49,2019-12-03,IC1912,多头占优
67404,73467,6063,140871,4.3,145.84,137.64,2019-12-04,IC1912,多头占优
69033,75030,5997,144063,4.16,144.9,137.63,2019-12-05,IC1912,多头占优
65477,71411,5934,136888,4.33,145.97,137.86,2019-12-06,IC1912,多头占优
65055,69186,4131,134241,3.08,145.66,137.03,2019-12-09,IC1912,多头占优
60213,64774,4561,124987,3.65,146.22,138.45,2019-12-10,IC1912,多头占优
57256,61317,4061,118573,3.42,145.45,138.42,2019-12-11,IC1912,多头占优
54626,58324,3698,112950,3.27,146.53,137.82,2019-12-12,IC1912,多头占优
53130,57343,4213,110473,3.81,147.4,137.88,2019-12-13,IC1912,多头占优
48156,52293,4137,100449,4.12,147.27,137.29,2019-12-16,IC1912,多头占优
41656,45481,3825,87137,4.39,149.59,139.23,2019-12-17,IC1912,多头占优
30692,33024,2332,63716,3.66,145.92,138.52,2019-12-18,IC1912,多头占优
42367,48386,6019,90753,6.63,145.37,140.84,2019-12-19,IC2001,多头占优
50905,58137,7232,109042,6.63,144.14,140.0,2019-12-20,IC2001,多头占优
52662,60010,7348,112672,6.52,143.76,142.33,2019-12-23,IC2001,多头占优
48941,56099,7158,105040,6.81,143.85,140.48,2019-12-24,IC2001,多头占优
50604,56414,5810,107018,5.43,143.23,141.84,2019-12-25,IC2001,多头占优
49902,55458,5556,105360,5.27,143.86,142.45,2019-12-26,IC2001,多头占优
51814,56981,5167,108795,4.75,143.5,142.31,2019-12-27,IC2001,多头占优
50339,55556,5217,105895,4.93,142.28,140.64,2019-12-30,IC2001,多头占优
48310,53445,5135,101755,5.05,143.85,141.32,2019-12-31,IC2001,多头占优
48723,54049,5326,102772,5.18,143.22,141.07,2020-01-02,IC2001,多头占优
46605,51173,4568,97778,4.67,143.52,141.98,2020-01-03,IC2001,多头占优
50255,54825,4570,105080,4.35,143.12,141.37,2020-01-06,IC2001,多头占优
45487,50712,5225,96199,5.43,143.93,142.03,2020-01-07,IC2001,多头占优
46730,51961,5231,98691,5.3,143.04,141.78,2020-01-08,IC2001,多头占优
43098,47115,4017,90213,4.45,142.55,139.76,2020-01-09,IC2001,多头占优
43149,46549,3400,89698,3.79,143.43,140.69,2020-01-10,IC2001,多头占优
40854,43739,2885,84593,3.41,141.75,138.96,2020-01-13,IC2001,多头占优
33056,36042,2986,69098,4.32,142.82,140.55,2020-01-14,IC2001,多头占优
27043,29570,2527,56613,4.46,142.64,140.98,2020-01-15,IC2001,多头占优
13673,14525,852,28198,3.02,145.07,141.44,2020-01-16,IC2001,多头占优
42854,47176,4322,90030,4.8,145.31,140.96,2020-01-17,IC2002,多头占优
41569,44562,2993,86131,3.47,143.89,141.43,2020-01-20,IC2002,多头占优
44753,47222,2469,91975,2.68,144.46,143.8,2020-01-21,IC2002,多头占优
45773,48351,2578,94124,2.74,143.74,142.85,2020-01-22,IC2002,多头占优
47260,49764,2504,97024,2.58,144.65,146.14,2020-01-23,IC2002,多头占优
40037,41438,1401,81475,1.72,147.89,144.55,2020-02-03,IC2002,多头占优
46385,47950,1565,94335,1.66,143.86,142.42,2020-02-04,IC2002,多头占优
44055,43879,-176,87934,-0.2,143.21,142.08,2020-02-05,IC2002,空头力量偏弱
48398,47495,-903,95893,-0.94,140.41,140.3,2020-02-06,IC2002,空头力量偏弱
45919,45265,-654,91184,-0.72,139.0,139.47,2020-02-07,IC2002,空头力量偏弱
46396,45105,-1291,91501,-1.41,139.67,139.46,2020-02-10,IC2002,空头力量偏弱
45607,44377,-1230,89984,-1.37,139.89,139.31,2020-02-11,IC2002,空头力量偏弱
45877,44273,-1604,90150,-1.78,140.8,140.75,2020-02-12,IC2002,空头力量偏弱
46830,46092,-738,92922,-0.79,140.1,140.51,2020-02-13,IC2002,空头力量偏弱
44326,44066,-260,88392,-0.29,140.58,141.47,2020-02-14,IC2002,空头力量偏弱
38485,39143,658,77628,0.85,141.58,139.3,2020-02-17,IC2002,多头占优
34847,35139,292,69986,0.42,142.86,140.19,2020-02-18,IC2002,多头占优
60963,63979,3016,124942,2.41,144.12,134.93,2020-02-19,IC2003,多头占优
76852,80287,3435,157139,2.19,144.13,136.48,2020-02-20,IC2003,多头占优
81916,85210,3294,167126,1.97,144.23,136.22,2020-02-21,IC2003,多头占优
82274,84810,2536,167084,1.52,143.81,136.46,2020-02-24,IC2003,多头占优
89341,93939,4598,183280,2.51,143.07,137.45,2020-02-25,IC2003,多头占优
85383,87567,2184,172950,1.26,143.68,137.1,2020-02-26,IC2003,多头占优
83775,88605,4830,172380,2.8,143.87,136.88,2020-02-27,IC2003,多头占优
84561,90506,5945,175067,3.4,143.17,137.37,2020-02-28,IC2003,多头占优
79900,85557,5657,165457,3.42,143.2,137.75,2020-03-02,IC2003,多头占优
77972,83295,5323,161267,3.3,142.69,137.69,2020-03-03,IC2003,多头占优
76922,82367,5445,159289,3.42,143.32,137.69,2020-03-04,IC2003,多头占优
74452,80619,6167,155071,3.98,141.79,136.28,2020-03-05,IC2003,多头占优
74715,80880,6165,155595,3.96,142.04,133.78,2020-03-06,IC2003,多头占优
74074,78327,4253,152401,2.79,141.03,135.94,2020-03-09,IC2003,多头占优
72655,80210,7555,152865,4.94,143.45,134.26,2020-03-10,IC2003,多头占优
67357,72059,4702,139416,3.37,144.23,132.78,2020-03-11,IC2003,多头占优
70287,74790,4503,145077,3.1,142.52,133.93,2020-03-12,IC2003,多头占优
69020,73584,4564,142604,3.2,143.13,136.22,2020-03-13,IC2003,多头占优
58495,62073,3578,120568,2.97,140.44,137.15,2020-03-16,IC2003,多头占优
57803,60222,2419,118025,2.05,141.24,139.39,2020-03-17,IC2003,多头占优
45545,46325,780,91870,0.85,142.74,142.31,2020-03-18,IC2003,多头占优
57778,63602,5824,121380,4.8,140.75,139.57,2020-03-19,IC2004,多头占优
65502,71367,5865,136869,4.29,140.7,140.38,2020-03-20,IC2004,多头占优
66932,74262,7330,141194,5.19,140.69,140.41,2020-03-23,IC2004,多头占优
70353,79869,9516,150222,6.33,141.97,140.47,2020-03-24,IC2004,多头占优
65421,72173,6752,137594,4.91,142.35,139.79,2020-03-25,IC2004,多头占优
64157,71611,7454,135768,5.49,142.24,138.48,2020-03-26,IC2004,多头占优
66912,74875,7963,141787,5.62,141.68,136.7,2020-03-27,IC2004,多头占优
67698,75840,8142,143538,5.67,141.34,137.22,2020-03-30,IC2004,多头占优
65802,75075,9273,140877,6.58,141.92,137.62,2020-03-31,IC2004,多头占优
68143,75388,7245,143531,5.05,142.49,138.65,2020-04-01,IC2004,多头占优
68197,75821,7624,144018,5.29,143.39,138.64,2020-04-02,IC2004,多头占优
63320,70548,7228,133868,5.4,141.55,137.58,2020-04-03,IC2004,多头占优
64227,69412,5185,133639,3.88,142.47,138.54,2020-04-07,IC2004,多头占优
60882,65816,4934,126698,3.89,141.19,136.02,2020-04-08,IC2004,多头占优
61830,65318,3488,127148,2.74,141.03,136.84,2020-04-09,IC2004,多头占优
61031,65444,4413,126475,3.49,139.27,136.27,2020-04-10,IC2004,多头占优
55428,59169,3741,114597,3.26,140.31,135.74,2020-04-13,IC2004,多头占优
51056,53407,2351,104463,2.25,139.82,137.99,2020-04-14,IC2004,多头占优
39903,40656,753,80559,0.93,140.52,139.2,2020-04-15,IC2004,多头占优
19754,19883,129,39637,0.33,140.86,142.76,2020-04-16,IC2004,多头占优
56210,61174,4964,117384,4.23,143.12,139.03,2020-04-17,IC2005,多头占优
54190,58685,4495,112875,3.98,142.71,138.65,2020-04-20,IC2005,多头占优
58488,63234,4746,121722,3.9,141.65,138.73,2020-04-21,IC2005,多头占优
56866,62381,5515,119247,4.62,140.0,139.09,2020-04-22,IC2005,多头占优
57122,61658,4536,118780,3.82,140.88,138.69,2020-04-23,IC2005,多头占优
57132,61637,4505,118769,3.79,141.74,138.57,2020-04-24,IC2005,多头占优
58299,62783,4484,121082,3.7,142.99,139.66,2020-04-27,IC2005,多头占优
63464,68253,4789,131717,3.64,143.29,139.59,2020-04-28,IC2005,多头占优
57500,62114,4614,119614,3.86,142.79,140.0,2020-04-29,IC2005,多头占优
56743,62705,5962,119448,4.99,143.17,139.17,2020-04-30,IC2005,多头占优
53836,60336,6500,114172,5.69,142.85,137.84,2020-05-06,IC2005,多头占优
52899,58181,5282,111080,4.76,144.68,139.05,2020-05-07,IC2005,多头占优
51733,56724,4991,108457,4.6,143.55,136.88,2020-05-08,IC2005,多头占优
46679,50134,3455,96813,3.57,143.37,136.83,2020-05-11,IC2005,多头占优
45440,48854,3414,94294,3.62,144.57,139.25,2020-05-12,IC2005,多头占优
33522,35546,2024,69068,2.93,145.3,139.16,2020-05-13,IC2005,多头占优
71985,80417,8432,152402,5.53,150.14,138.23,2020-05-14,IC2006,多头占优
82473,92366,9893,174839,5.66,149.26,138.98,2020-05-15,IC2006,多头占优
83840,93691,9851,177531,5.55,149.22,140.69,2020-05-18,IC2006,多头占优
79680,89005,9325,168685,5.53,148.96,140.67,2020-05-19,IC2006,多头占优
78454,87848,9394,166302,5.65,148.66,140.29,2020-05-20,IC2006,多头占优
81974,92797,10823,174771,6.19,147.98,140.95,2020-05-21,IC2006,多头占优
82229,92094,9865,174323,5.66,147.02,141.46,2020-05-22,IC2006,多头占优
78788,88766,9978,167554,5.96,147.25,141.71,2020-05-25,IC2006,多头占优
77133,85685,8552,162818,5.25,146.19,141.26,2020-05-26,IC2006,多头占优
76818,84662,7844,161480,4.86,146.25,139.69,2020-05-27,IC2006,多头占优
80296,88035,7739,168331,4.6,147.54,140.61,2020-05-28,IC2006,多头占优
78132,84770,6638,162902,4.07,147.02,139.53,2020-05-29,IC2006,多头占优
77051,85160,8109,162211,5.0,147.35,141.82,2020-06-01,IC2006,多头占优
71820,80001,8181,151821,5.39,146.84,140.17,2020-06-02,IC2006,多头占优
73398,80425,7027,153823,4.57,147.58,141.69,2020-06-03,IC2006,多头占优
71026,77929,6903,148955,4.63,147.46,141.5,2020-06-04,IC2006,多头占优
72681,79041,6360,151722,4.19,147.72,141.36,2020-06-05,IC2006,多头占优
69103,74548,5445,143651,3.79,146.06,140.21,2020-06-08,IC2006,多头占优
73093,78314,5221,151407,3.45,146.85,142.01,2020-06-09,IC2006,多头占优
65583,70896,5313,136479,3.89,146.23,140.47,2020-06-10,IC2006,多头占优
71495,75822,4327,147317,2.94,144.89,140.37,2020-06-11,IC2006,多头占优
60690,64515,3825,125205,3.05,147.35,143.41,2020-06-12,IC2006,多头占优
54974,58986,4012,113960,3.52,147.33,139.5,2020-06-15,IC2006,多头占优
46735,50235,3500,96970,3.61,149.33,143.12,2020-06-16,IC2006,多头占优
37809,39228,1419,77037,1.84,147.44,142.14,2020-06-17,IC2006,多头占优
50720,54394,3674,105114,3.5,146.48,138.4,2020-06-18,IC2007,多头占优
61773,68748,6975,130521,5.34,147.26,139.85,2020-06-19,IC2007,多头占优
60194,66903,6709,127097,5.28,147.42,139.63,2020-06-22,IC2007,多头占优
61823,67712,5889,129535,4.55,147.71,140.07,2020-06-23,IC2007,多头占优
58381,64241,5860,122622,4.78,147.01,138.27,2020-06-24,IC2007,多头占优
61540,66896,5356,128436,4.17,147.66,139.66,2020-06-29,IC2007,多头占优
62269,68194,5925,130463,4.54,145.14,140.38,2020-06-30,IC2007,多头占优
61143,66333,5190,127476,4.07,146.12,140.42,2020-07-01,IC2007,多头占优
62712,68403,5691,131115,4.34,144.4,140.68,2020-07-02,IC2007,多头占优
54435,61892,7457,116327,6.41,144.36,140.29,2020-07-03,IC2007,多头占优
55095,63228,8133,118323,6.87,143.82,140.1,2020-07-06,IC2007,多头占优
53832,59916,6084,113748,5.35,143.05,141.03,2020-07-07,IC2007,多头占优
52908,58710,5802,111618,5.2,141.67,140.66,2020-07-08,IC2007,多头占优
55567,61731,6164,117298,5.25,141.59,141.66,2020-07-09,IC2007,多头占优
52137,57930,5793,110067,5.26,141.86,140.45,2020-07-10,IC2007,多头占优
50913,55582,4669,106495,4.38,142.26,142.16,2020-07-13,IC2007,多头占优
46042,50852,4810,96894,4.96,140.21,139.81,2020-07-14,IC2007,多头占优
37217,41150,3933,78367,5.02,143.87,143.33,2020-07-15,IC2007,多头占优
49171,54709,5538,103880,5.33,141.8,141.09,2020-07-16,IC2008,多头占优
59112,65771,6659,124883,5.33,140.18,139.84,2020-07-17,IC2008,多头占优
55859,61519,5660,117378,4.82,141.38,140.58,2020-07-20,IC2008,多头占优
56162,63408,7246,119570,6.06,140.7,138.45,2020-07-21,IC2008,多头占优
60252,68539,8287,128791,6.43,142.26,139.58,2020-07-22,IC2008,多头占优
59965,68089,8124,128054,6.34,139.83,139.36,2020-07-23,IC2008,多头占优
65348,71394,6046,136742,4.42,141.84,139.73,2020-07-24,IC2008,多头占优
61331,67203,5872,128534,4.57,140.11,140.97,2020-07-27,IC2008,多头占优
62559,67602,5043,130161,3.87,141.37,140.31,2020-07-28,IC2008,多头占优
62631,68505,5874,131136,4.48,140.42,139.81,2020-07-29,IC2008,多头占优
62728,67984,5256,130712,4.02,140.05,139.86,2020-07-30,IC2008,多头占优
69346,75676,6330,145022,4.36,141.26,139.67,2020-07-31,IC2008,多头占优
62145,68078,5933,130223,4.56,140.13,138.61,2020-08-03,IC2008,多头占优
61122,67873,6751,128995,5.23,141.88,139.81,2020-08-04,IC2008,多头占优
65120,71919,6799,137039,4.96,141.17,139.84,2020-08-05,IC2008,多头占优
65476,72694,7218,138170,5.22,140.7,139.59,2020-08-06,IC2008,多头占优
65412,72204,6792,137616,4.94,140.44,140.62,2020-08-07,IC2008,多头占优
62805,68722,5917,131527,4.5,138.47,138.48,2020-08-10,IC2008,多头占优
61591,68536,6945,130127,5.34,140.59,140.01,2020-08-11,IC2008,多头占优
64926,71359,6433,136285,4.72,140.43,140.69,2020-08-12,IC2008,多头占优
59964,65451,5487,125415,4.38,140.16,138.21,2020-08-13,IC2008,多头占优
61716,63752,2036,125468,1.62,141.8,142.67,2020-08-14,IC2008,多头占优
52491,54632,2141,107123,2.0,140.0,140.39,2020-08-17,IC2008,多头占优
48626,50578,1952,99204,1.97,142.09,142.71,2020-08-18,IC2008,多头占优
39645,40914,1269,80559,1.58,142.45,141.27,2020-08-19,IC2008,多头占优
79291,91195,11904,170486,6.98,144.05,136.88,2020-08-20,IC2009,多头占优
87267,101039,13772,188306,7.31,144.35,138.47,2020-08-21,IC2009,多头占优
83516,97357,13841,180873,7.65,143.2,138.1,2020-08-24,IC2009,多头占优
85027,99105,14078,184132,7.65,143.01,138.22,2020-08-25,IC2009,多头占优
87054,100577,13523,187631,7.21,142.95,138.7,2020-08-26,IC2009,多头占优
84749,99354,14605,184103,7.93,143.43,138.15,2020-08-27,IC2009,多头占优
88107,100748,12641,188855,6.69,145.33,140.75,2020-08-28,IC2009,多头占优
81381,94081,12700,175462,7.24,145.5,138.49,2020-08-31,IC2009,多头占优
80776,93013,12237,173789,7.04,144.18,139.2,2020-09-01,IC2009,多头占优
82375,94476,12101,176851,6.84,143.69,138.16,2020-09-02,IC2009,多头占优
81211,92984,11773,174195,6.76,144.86,138.95,2020-09-03,IC2009,多头占优
82366,92245,9879,174611,5.66,143.67,140.86,2020-09-04,IC2009,多头占优
84388,95561,11173,179949,6.21,144.56,138.95,2020-09-07,IC2009,多头占优
86732,94539,7807,181271,4.31,145.11,142.13,2020-09-08,IC2009,多头占优
86378,94769,8391,181147,4.63,143.25,138.66,2020-09-09,IC2009,多头占优
80839,88280,7441,169119,4.4,145.22,139.85,2020-09-10,IC2009,多头占优
78099,84770,6671,162869,4.1,143.97,144.06,2020-09-11,IC2009,多头占优
65985,72130,6145,138115,4.45,142.73,139.75,2020-09-14,IC2009,多头占优
59001,62618,3617,121619,2.97,146.85,140.98,2020-09-15,IC2009,多头占优
44481,46051,1570,90532,1.73,146.62,141.78,2020-09-16,IC2009,多头占优
63136,67590,4454,130726,3.41,139.39,143.08,2020-09-17,IC2010,多头占优
70159,75338,5179,145497,3.56,140.67,142.2,2020-09-18,IC2010,多头占优
70254,76623,6369,146877,4.34,142.68,141.65,2020-09-21,IC2010,多头占优
74464,80818,6354,155282,4.09,141.1,140.53,2020-09-22,IC2010,多头占优
69538,75336,5798,144874,4.0,141.05,141.84,2020-09-23,IC2010,多头占优
75634,83181,7547,158815,4.75,140.6,140.19,2020-09-24,IC2010,多头占优
71174,77597,6423,148771,4.32,141.18,142.11,2020-09-25,IC2010,多头占优
68686,76534,7848,145220,5.4,142.88,141.22,2020-09-28,IC2010,多头占优
68862,74417,5555,143279,3.88,142.5,142.08,2020-09-29,IC2010,多头占优
63094,68063,4969,131157,3.79,144.39,142.21,2020-09-30,IC2010,多头占优
59125,62326,3201,121451,2.64,142.41,142.06,2020-10-09,IC2010,多头占优
52947,56195,3248,109142,2.98,144.4,144.78,2020-10-12,IC2010,多头占优
43909,47859,3950,91768,4.3,142.65,138.64,2020-10-13,IC2010,多头占优
35131,37688,2557,72819,3.51,142.7,138.76,2020-10-14,IC2010,多头占优
17568,18560,992,36128,2.75,147.56,139.37,2020-10-15,IC2010,多头占优
58438,64619,6181,123057,5.02,141.66,139.96,2020-10-16,IC2011,多头占优
